,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age,address,postcode,state,country,property_valuation
4888,10276,94,1404,2017-12-23,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,0117-03-31 00:00:00,Emmott,Mercik,Male,78,1957-07-30,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,14.0,62,88545 Milwaukee Center,3022,VIC,Australia,8
4889,10994,11,1404,2017-10-01,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,0108-08-05 00:00:00,Emmott,Mercik,Male,78,1957-07-30,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,14.0,62,88545 Milwaukee Center,3022,VIC,Australia,8
4890,12989,11,1404,2017-04-09,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,0114-03-14 00:00:00,Emmott,Mercik,Male,78,1957-07-30,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,14.0,62,88545 Milwaukee Center,3022,VIC,Australia,8
4891,14595,7,1404,2017-03-11,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,0112-04-17 00:00:00,Emmott,Mercik,Male,78,1957-07-30,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,14.0,62,88545 Milwaukee Center,3022,VIC,Australia,8
4892,17985,2,1404,2017-02-24,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,0092-11-07 00:00:00,Emmott,Mercik,Male,78,1957-07-30,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,14.0,62,88545 Milwaukee Center,3022,VIC,Australia,8
4893,1416,57,2088,2017-05-26,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,0094-06-24 00:00:00,Ernie,Wankel,Male,2,1969-10-09,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14.0,50,59 Prentice Lane,4551,QLD,Australia,7
4894,5302,33,2088,2017-03-14,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,0093-10-12 00:00:00,Ernie,Wankel,Male,2,1969-10-09,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14.0,50,59 Prentice Lane,4551,QLD,Australia,7
4895,6513,60,2088,2017-09-21,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,0106-10-24 00:00:00,Ernie,Wankel,Male,2,1969-10-09,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14.0,50,59 Prentice Lane,4551,QLD,Australia,7
4896,9033,31,2088,2017-12-21,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,0096-12-19 00:00:00,Ernie,Wankel,Male,2,1969-10-09,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14.0,50,59 Prentice Lane,4551,QLD,Australia,7
4897,9970,70,2088,2017-12-11,1.0,Cancelled,Trek Bicycles,Standard,high,medium,495.72,297.43,0096-10-24 00:00:00,Ernie,Wankel,Male,2,1969-10-09,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14.0,50,59 Prentice Lane,4551,QLD,Australia,7
4898,12472,9,2088,2017-04-07,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,0104-08-06 00:00:00,Ernie,Wankel,Male,2,1969-10-09,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14.0,50,59 Prentice Lane,4551,QLD,Australia,7
4899,16629,51,2088,2017-06-25,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,0092-01-22 00:00:00,Ernie,Wankel,Male,2,1969-10-09,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14.0,50,59 Prentice Lane,4551,QLD,Australia,7
4900,1417,8,1311,2017-02-16,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,0106-12-09 00:00:00,Sharona,Cunah,Female,89,1984-10-06,VP Accounting,Financial Services,Mass Customer,N,Yes,13.0,35,0 Moland Parkway,4127,QLD,Australia,7
4901,2230,99,1311,2017-11-13,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,0092-05-06 00:00:00,Sharona,Cunah,Female,89,1984-10-06,VP Accounting,Financial Services,Mass Customer,N,Yes,13.0,35,0 Moland Parkway,4127,QLD,Australia,7
4902,6957,37,1311,2017-08-24,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,0111-06-09 00:00:00,Sharona,Cunah,Female,89,1984-10-06,VP Accounting,Financial Services,Mass Customer,N,Yes,13.0,35,0 Moland Parkway,4127,QLD,Australia,7
4903,1419,83,421,2017-02-23,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,0100-07-27 00:00:00,Tish,Netti,Female,26,1999-03-19,Sales Representative,Retail,Mass Customer,N,Yes,2.0,21,690 Hanson Center,2330,NSW,Australia,3
4904,5493,94,421,2017-05-21,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,0105-01-17 00:00:00,Tish,Netti,Female,26,1999-03-19,Sales Representative,Retail,Mass Customer,N,Yes,2.0,21,690 Hanson Center,2330,NSW,Australia,3
4905,7740,18,421,2017-04-18,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,0114-03-14 00:00:00,Tish,Netti,Female,26,1999-03-19,Sales Representative,Retail,Mass Customer,N,Yes,2.0,21,690 Hanson Center,2330,NSW,Australia,3
4906,11746,31,421,2017-11-04,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,0095-07-13 00:00:00,Tish,Netti,Female,26,1999-03-19,Sales Representative,Retail,Mass Customer,N,Yes,2.0,21,690 Hanson Center,2330,NSW,Australia,3
4907,12102,64,421,2017-02-12,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,0111-11-07 00:00:00,Tish,Netti,Female,26,1999-03-19,Sales Representative,Retail,Mass Customer,N,Yes,2.0,21,690 Hanson Center,2330,NSW,Australia,3
4908,17804,74,421,2017-02-28,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,0098-01-26 00:00:00,Tish,Netti,Female,26,1999-03-19,Sales Representative,Retail,Mass Customer,N,Yes,2.0,21,690 Hanson Center,2330,NSW,Australia,3
4909,1420,0,988,2017-09-09,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,0105-08-09 00:00:00,Andree,Simonato,Female,35,1981-01-15,Director of Sales,Manufacturing,High Net Worth,N,No,7.0,39,4 Amoth Trail,4161,QLD,Australia,6
4910,3785,0,988,2017-05-12,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,0113-06-06 00:00:00,Andree,Simonato,Female,35,1981-01-15,Director of Sales,Manufacturing,High Net Worth,N,No,7.0,39,4 Amoth Trail,4161,QLD,Australia,6
4911,1421,9,2651,2017-03-29,1.0,Cancelled,OHM Cycles,Road,medium,medium,742.54,667.4,0115-03-05 00:00:00,Silvan,Ellison,Male,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,41,6876 Mandrake Avenue,2298,NSW,Australia,6
4912,1790,15,2651,2017-08-26,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,0097-11-10 00:00:00,Silvan,Ellison,Male,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,41,6876 Mandrake Avenue,2298,NSW,Australia,6
4913,4204,55,2651,2017-06-21,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,0104-07-22 00:00:00,Silvan,Ellison,Male,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,41,6876 Mandrake Avenue,2298,NSW,Australia,6
4914,4682,11,2651,2017-10-28,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,0110-03-10 00:00:00,Silvan,Ellison,Male,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,41,6876 Mandrake Avenue,2298,NSW,Australia,6
4915,5933,44,2651,2017-02-13,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,0094-04-13 00:00:00,Silvan,Ellison,Male,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,41,6876 Mandrake Avenue,2298,NSW,Australia,6
4916,8613,68,2651,2017-03-02,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,0115-10-12 00:00:00,Silvan,Ellison,Male,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,41,6876 Mandrake Avenue,2298,NSW,Australia,6
4917,17545,45,2651,2017-12-15,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,0104-02-18 00:00:00,Silvan,Ellison,Male,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,41,6876 Mandrake Avenue,2298,NSW,Australia,6
4918,18051,1,2651,2017-09-12,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,0117-11-16 00:00:00,Silvan,Ellison,Male,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,41,6876 Mandrake Avenue,2298,NSW,Australia,6
4919,1423,78,2982,2017-09-02,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,0092-07-10 00:00:00,Celisse,McCloughen,Female,30,1982-08-08,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,37,1 Graceland Trail,3195,VIC,Australia,9
4920,3390,78,2982,2017-07-11,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,0105-08-09 00:00:00,Celisse,McCloughen,Female,30,1982-08-08,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,37,1 Graceland Trail,3195,VIC,Australia,9
4921,4758,54,2982,2017-09-04,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,0098-10-05 00:00:00,Celisse,McCloughen,Female,30,1982-08-08,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,37,1 Graceland Trail,3195,VIC,Australia,9
4922,5530,57,2982,2017-01-10,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,0099-12-18 00:00:00,Celisse,McCloughen,Female,30,1982-08-08,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,37,1 Graceland Trail,3195,VIC,Australia,9
4923,7448,39,2982,2017-07-20,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,0098-05-11 00:00:00,Celisse,McCloughen,Female,30,1982-08-08,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,37,1 Graceland Trail,3195,VIC,Australia,9
4924,18213,91,2982,2017-01-17,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,0103-10-12 00:00:00,Celisse,McCloughen,Female,30,1982-08-08,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,37,1 Graceland Trail,3195,VIC,Australia,9
4925,18460,72,2982,2017-05-22,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,0098-01-26 00:00:00,Celisse,McCloughen,Female,30,1982-08-08,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,37,1 Graceland Trail,3195,VIC,Australia,9
4926,1424,7,770,2017-08-02,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,0096-12-19 00:00:00,Zara,Maccaddie,Female,10,1984-02-05,Software Consultant,IT,High Net Worth,N,Yes,13.0,36,80 Scofield Alley,3121,VIC,Australia,10
4927,1592,77,770,2017-11-11,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,0112-05-10 00:00:00,Zara,Maccaddie,Female,10,1984-02-05,Software Consultant,IT,High Net Worth,N,Yes,13.0,36,80 Scofield Alley,3121,VIC,Australia,10
4928,5635,5,770,2017-08-18,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,0106-08-11 00:00:00,Zara,Maccaddie,Female,10,1984-02-05,Software Consultant,IT,High Net Worth,N,Yes,13.0,36,80 Scofield Alley,3121,VIC,Australia,10
4929,8890,0,770,2017-10-05,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,0099-12-18 00:00:00,Zara,Maccaddie,Female,10,1984-02-05,Software Consultant,IT,High Net Worth,N,Yes,13.0,36,80 Scofield Alley,3121,VIC,Australia,10
4930,10017,72,770,2017-06-10,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,0116-06-18 00:00:00,Zara,Maccaddie,Female,10,1984-02-05,Software Consultant,IT,High Net Worth,N,Yes,13.0,36,80 Scofield Alley,3121,VIC,Australia,10
4931,11347,4,770,2017-06-28,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,0116-05-22 00:00:00,Zara,Maccaddie,Female,10,1984-02-05,Software Consultant,IT,High Net Worth,N,Yes,13.0,36,80 Scofield Alley,3121,VIC,Australia,10
4932,1425,79,1813,2017-12-12,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,0104-09-10 00:00:00,Reeva,Eakeley,Female,45,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,No,1.0,19,156 Lakeland Way,4035,QLD,Australia,9
4933,2269,98,1813,2017-04-29,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,0105-01-17 00:00:00,Reeva,Eakeley,Female,45,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,No,1.0,19,156 Lakeland Way,4035,QLD,Australia,9
4934,10885,66,1813,2017-03-03,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,0111-11-07 00:00:00,Reeva,Eakeley,Female,45,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,No,1.0,19,156 Lakeland Way,4035,QLD,Australia,9
4935,15432,85,1813,2017-01-09,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,0116-08-03 00:00:00,Reeva,Eakeley,Female,45,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,No,1.0,19,156 Lakeland Way,4035,QLD,Australia,9
4936,17184,77,1813,2017-08-05,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,0112-01-12 00:00:00,Reeva,Eakeley,Female,45,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,No,1.0,19,156 Lakeland Way,4035,QLD,Australia,9
4937,17255,42,1813,2017-04-02,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,0109-03-21 00:00:00,Reeva,Eakeley,Female,45,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,No,1.0,19,156 Lakeland Way,4035,QLD,Australia,9
4938,1426,92,1252,2017-07-09,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,0099-12-17 00:00:00,Les,Ellwood,Male,46,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0,55,60320 Emmet Road,4806,QLD,Australia,4
4939,1849,73,1252,2017-10-28,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,0113-06-06 00:00:00,Les,Ellwood,Male,46,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0,55,60320 Emmet Road,4806,QLD,Australia,4
4940,2612,18,1252,2017-08-20,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,0106-05-12 00:00:00,Les,Ellwood,Male,46,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0,55,60320 Emmet Road,4806,QLD,Australia,4
4941,3763,69,1252,2017-05-12,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,0100-07-21 00:00:00,Les,Ellwood,Male,46,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0,55,60320 Emmet Road,4806,QLD,Australia,4
4942,11889,40,1252,2017-12-21,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,0092-08-05 00:00:00,Les,Ellwood,Male,46,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0,55,60320 Emmet Road,4806,QLD,Australia,4
4943,16006,3,1252,2017-03-01,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,0103-03-24 00:00:00,Les,Ellwood,Male,46,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0,55,60320 Emmet Road,4806,QLD,Australia,4
4944,18838,14,1252,2017-09-28,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,0105-01-17 00:00:00,Les,Ellwood,Male,46,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0,55,60320 Emmet Road,4806,QLD,Australia,4
4945,1427,82,1642,2017-10-07,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,0099-12-17 00:00:00,Nollie,Matteoli,Male,97,1982-10-11,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,3.0,37,2 Ridgeway Circle,2090,NSW,Australia,10
4946,1620,34,1642,2017-03-01,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,0095-07-13 00:00:00,Nollie,Matteoli,Male,97,1982-10-11,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,3.0,37,2 Ridgeway Circle,2090,NSW,Australia,10
4947,3901,72,1642,2017-08-23,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,0104-09-10 00:00:00,Nollie,Matteoli,Male,97,1982-10-11,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,3.0,37,2 Ridgeway Circle,2090,NSW,Australia,10
4948,7167,81,1642,2017-03-06,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,0098-08-26 00:00:00,Nollie,Matteoli,Male,97,1982-10-11,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,3.0,37,2 Ridgeway Circle,2090,NSW,Australia,10
4949,15272,63,1642,2017-05-24,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,0111-08-22 00:00:00,Nollie,Matteoli,Male,97,1982-10-11,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,3.0,37,2 Ridgeway Circle,2090,NSW,Australia,10
4950,1434,79,2312,2017-04-29,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,0108-08-05 00:00:00,Ronnica,Grebner,Female,72,1979-08-10,Assistant Manager,Manufacturing,Mass Customer,N,No,18.0,40,25139 Rockefeller Center,4350,QLD,Australia,2
4951,2432,82,2312,2017-04-29,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,0093-10-03 00:00:00,Ronnica,Grebner,Female,72,1979-08-10,Assistant Manager,Manufacturing,Mass Customer,N,No,18.0,40,25139 Rockefeller Center,4350,QLD,Australia,2
4952,12154,69,2312,2017-11-19,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,0117-11-24 00:00:00,Ronnica,Grebner,Female,72,1979-08-10,Assistant Manager,Manufacturing,Mass Customer,N,No,18.0,40,25139 Rockefeller Center,4350,QLD,Australia,2
4953,14864,16,2312,2017-08-13,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,0093-10-12 00:00:00,Ronnica,Grebner,Female,72,1979-08-10,Assistant Manager,Manufacturing,Mass Customer,N,No,18.0,40,25139 Rockefeller Center,4350,QLD,Australia,2
4954,19823,3,2312,2017-12-02,0.0,Cancelled,Trek Bicycles,Standard,medium,large,2091.47,388.92,0100-07-21 00:00:00,Ronnica,Grebner,Female,72,1979-08-10,Assistant Manager,Manufacturing,Mass Customer,N,No,18.0,40,25139 Rockefeller Center,4350,QLD,Australia,2
4955,1437,53,1992,2017-02-27,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,0110-04-14 00:00:00,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,24,726 Warrior Center,2077,NSW,Australia,10
4956,3715,87,1992,2017-03-24,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,0104-01-07 00:00:00,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,24,726 Warrior Center,2077,NSW,Australia,10
4957,4610,36,1992,2017-08-12,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,0112-05-10 00:00:00,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,24,726 Warrior Center,2077,NSW,Australia,10
4958,5170,37,1992,2017-01-23,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,0112-05-10 00:00:00,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,24,726 Warrior Center,2077,NSW,Australia,10
4959,12130,46,1992,2017-03-21,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,0098-02-10 00:00:00,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,24,726 Warrior Center,2077,NSW,Australia,10
4960,15699,92,1992,2017-05-03,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,0105-01-17 00:00:00,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,24,726 Warrior Center,2077,NSW,Australia,10
4961,16668,73,1992,2017-04-23,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,0104-09-10 00:00:00,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,24,726 Warrior Center,2077,NSW,Australia,10
4962,17562,20,1992,2017-04-10,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,0097-04-06 00:00:00,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,24,726 Warrior Center,2077,NSW,Australia,10
4963,19373,42,1992,2017-07-26,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,0112-05-10 00:00:00,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,24,726 Warrior Center,2077,NSW,Australia,10
4964,19556,28,1992,2017-04-09,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,0103-03-24 00:00:00,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,24,726 Warrior Center,2077,NSW,Australia,10
4965,1441,43,1370,2017-10-21,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,0100-12-05 00:00:00,Chastity,Martinat,Female,44,1986-10-23,Computer Systems Analyst IV,Property,Mass Customer,N,No,18.0,33,0162 Darwin Alley,3201,VIC,Australia,6
4966,9594,69,1370,2017-03-08,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,0093-10-03 00:00:00,Chastity,Martinat,Female,44,1986-10-23,Computer Systems Analyst IV,Property,Mass Customer,N,No,18.0,33,0162 Darwin Alley,3201,VIC,Australia,6
4967,10192,19,1370,2017-11-27,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,0110-03-10 00:00:00,Chastity,Martinat,Female,44,1986-10-23,Computer Systems Analyst IV,Property,Mass Customer,N,No,18.0,33,0162 Darwin Alley,3201,VIC,Australia,6
4968,10241,28,1370,2017-12-04,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,0092-08-05 00:00:00,Chastity,Martinat,Female,44,1986-10-23,Computer Systems Analyst IV,Property,Mass Customer,N,No,18.0,33,0162 Darwin Alley,3201,VIC,Australia,6
4969,1446,54,249,2017-06-19,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,0116-05-22 00:00:00,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,27,37024 Anniversary Place,2204,NSW,Australia,11
4970,2635,6,249,2017-11-13,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,0092-11-10 00:00:00,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,27,37024 Anniversary Place,2204,NSW,Australia,11
4971,5490,0,249,2017-09-14,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,0113-12-04 00:00:00,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,27,37024 Anniversary Place,2204,NSW,Australia,11
4972,6189,35,249,2017-06-21,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,0117-11-16 00:00:00,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,27,37024 Anniversary Place,2204,NSW,Australia,11
4973,6328,61,249,2017-01-24,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,0092-07-10 00:00:00,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,27,37024 Anniversary Place,2204,NSW,Australia,11
4974,11032,0,249,2017-03-11,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,0098-05-11 00:00:00,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,27,37024 Anniversary Place,2204,NSW,Australia,11
4975,11322,0,249,2017-01-17,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,0105-01-17 00:00:00,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,27,37024 Anniversary Place,2204,NSW,Australia,11
4976,17074,2,249,2017-07-13,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,0111-11-07 00:00:00,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,27,37024 Anniversary Place,2204,NSW,Australia,11
4977,17253,61,249,2017-01-29,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,0092-07-10 00:00:00,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,27,37024 Anniversary Place,2204,NSW,Australia,11
4978,1449,1,173,2017-01-03,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,0098-08-26 00:00:00,Ebba,Hanselmann,Female,99,1997-01-02,General Manager,Health,Affluent Customer,N,No,1.0,23,2 Randy Point,2766,NSW,Australia,8
4979,2582,3,173,2017-11-18,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,0112-05-08 00:00:00,Ebba,Hanselmann,Female,99,1997-01-02,General Manager,Health,Affluent Customer,N,No,1.0,23,2 Randy Point,2766,NSW,Australia,8
4980,4941,20,173,2017-03-16,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,0115-03-05 00:00:00,Ebba,Hanselmann,Female,99,1997-01-02,General Manager,Health,Affluent Customer,N,No,1.0,23,2 Randy Point,2766,NSW,Australia,8
4981,5091,42,173,2017-03-25,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,0104-09-10 00:00:00,Ebba,Hanselmann,Female,99,1997-01-02,General Manager,Health,Affluent Customer,N,No,1.0,23,2 Randy Point,2766,NSW,Australia,8
4982,6042,33,173,2017-02-10,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,0100-12-05 00:00:00,Ebba,Hanselmann,Female,99,1997-01-02,General Manager,Health,Affluent Customer,N,No,1.0,23,2 Randy Point,2766,NSW,Australia,8
4983,10468,77,173,2017-07-04,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,0101-11-05 00:00:00,Ebba,Hanselmann,Female,99,1997-01-02,General Manager,Health,Affluent Customer,N,No,1.0,23,2 Randy Point,2766,NSW,Australia,8
